track_number,timestamp,timestamp_seconds,artist,title,label,video_title,video_url,video_id,upload_date,category
4,14:48,888,Shanti V Deedrah & Waio,In Orbit, Iboga Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
5,18:28,1108,SpaceNoiZe (Space Cat & X-NoiZe),Nama Numi,Iboga Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
6,22:14,1334,Atmos,The only process (Ovnimoon rmx),Spiral Trax,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
7,27:45,1665,Antinomy,A New Dawn,Iboga Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
8,31:38,1898,Vertical Mode & Faders,Optical Illusion,Sacred Technology,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
9,35:37,2137,Sonic Species & Zyce Vs Flegma,High On Life,TesseracTstudio,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
10,38:58,2338,Shanti V Deedrah,Here to Eternity,Shamanic Tales,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
11,42:05,2525,Zen Mechanics & Audiotec,Telemetry (Inner Sphere rmx),TechSafari Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
12,45:51,2751,Xandar,Prison in Your Mind,TechSafari Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
13,50:07,3007,Protonica,Reactor (Mindbenderz rmx),Iono Music,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
14,55:23,3323,Protonica,Exoplanet (Zen Mechanics rmx),Iboga Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
15,1:00:23,3623,Yestermorrow & Audiotec,Stellar Species (Genesia rmx),Iono Music,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
16,1:04:32,3872,Audiotec,Alien Dreams (IKØN rmx),TechSafari Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
17,1:08:39,4119,Antinomy,Pieces,Future Music Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
18,1:11:51,4311,Ace Ventura & Volcano,S1Mulat1On Nat1On,Sacred Technology,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
19,1:15:58,4558,Side Effects & One Function,Experience,TesseracTstudio,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
20,1:19:09,4749,Bpm,Ignition Sequence,BMSS Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
21,1:22:50,4970,Vertical Mode,Codes of D.N.A (Ilai rmx),Sacred Technology,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
22,1:26:28,5188,Disconect & Britti,Talking Gods,Iono Music,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
23,1:30:42,5442,Ace Ventura & Protonica,Nova,Mutant Disco Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
24,1:34:14,5654,Art Of Trance,Octopus (3 Of Life & Domestic rmx), Stereo Society,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
25,1:37:54,5874,Dual Resonance,Passing Clouds (Ovnimoon rmx),Ovnimoon Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
26,1:42:05,6125,One Function & Silent Sphere,Kaleidoscope,Iono Music,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
27,1:44:50,6290,Lifeforms,Samsara,Iono Music,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
28,1:48:43,6523,Audiotec feat. Symbolic,Definition of Happiness,TechSafari Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
29,1:52:22,6742,Sean Tyas,Swimming in Acid (Symbolic rmx),Iboga Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
30,1:56:15,6975,Hyriderz,Paradigm,Expo Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
31,2:00:22,7222,Electric Universe,Millenia (Vertical Mode rmx),Sacred Technology,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
32,2:04:15,7455,Spiritual Mode,Universe Inside You (Cambium rmx),Alchemy Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
33,2:09:48,7788,Sonic Species & Divination,Liquid Connective,Digital Om,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
34,2:13:51,8031,Liftshift,Chacruna (Audiotec rmx),TechSafari Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
35,2:17:37,8257,SpaceNoiZe( Space Cat & X-NoiZe),State of Mind,Shamanic Tales,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
36,2:21:10,8470,Protonica,Earthrise,Iboga Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
1,00:00,0,One Function,Life,Iono Music,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
3,08:39,519,Mindbenderz,Serenity,Iono Music,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
4,12:12,732,Liquid Soul & Neodyne,Believe (Phanatic & Static Movement rmx),Iboga Records,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
5,15:44,944,Atmos,The only process (Ovnimoon rmx),Spiral Trax,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
6,21:19,1279,Out of Orbit & Sandman,Moon Lemonade pt. 2,Shamanic Tales,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
7,24:55,1495,Flegma,Ornament,TesseracTstudio,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
8,28:42,1722,Antinomy,A New Dawn,Iboga Records,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
9,32:35,1955,Volcano on Mars & Freq,Lemuria,Iboga Records,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
10,37:09,2229,Vertical Mode & Faders,Optical Illusion,Sacred Technology,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
11,40:43,2443,Inner Sphere,Astronomia (Side Effects rmx),TechSafari Records,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
12,44:22,2662,Ekahal,Multiverse,Spiral Trax,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
13,48:04,2884,Christopher Lawrence vs. No Comment,Horizon,Pharmacy Music,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
14,52:28,3148,Dual Resonance,We Are Universe,Iono Music,Progressive Psytrance mix June 2025,https://youtube.com/watch?v=O0gtJYPOBr8,O0gtJYPOBr8,2025-06-13,Progressive Psytrance
1,00:00,0,IKØN & Tresh,How Real,TechSafari Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
2,05:45,345,Divination,Supernatural,Sourcecode Transmissions,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
3,09:48,588,Zyce & Sonic Species,Interstellar,TesseracTstudio,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
4,12:35,755,Zen Mechanics & Symbolic,Psychological Effects (Vertical Mode rmx),HOMmega Productions,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
5,17:13,1033,Zen Mechanics & Egorythmia,Shores Of The Subconscious,Sourcecode Transmissions,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
6,21:23,1283,Atmos,The only process (Ovnimoon rmx),Spiral Trax,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
7,26:54,1614,"Space Cat & X-NoiZe, SpaceNoiZe",Nama Numi,Iboga Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
8,31:15,1875,Kalki,Aura,TechSafari Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
9,36:17,2177,Sonic Species & Zyce Vs Flegma,High On Life,TesseracTstudio,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
10,39:37,2377,NOK,Thirteen Days,Blue Tunes Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
11,44:12,2652,Side Effects,Other Dimension,Iono Music,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
12,48:25,2905,Cambium,Infinity,Alchemy Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
13,51:50,3110,Divination & Misaya,Caper Town rmx,Expo Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
14,54:47,3287,Zone Tempest,Unknown Awakening (Ketale Remix),Iono Music,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
15,57:59,3479,Xandar,Quantum Leap,TechSafari Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
16,1:01:12,3672,Xandar,Prison in Your Mind,TechSafari Records,Progressive Psytrance mix May 2025,https://youtube.com/watch?v=pXQVtnifzDs,pXQVtnifzDs,2025-05-24,Progressive Psytrance
1,00:00,0,Zone Tempest,Unknown Awakening (Ketale rmx),Iono Music,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
2,04:35,275,Aladiah & Doubkore,Rising Sun,Expo Records,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
3,08:57,537,Waveform & Solar Walker,Solar Waves,Iono Music,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
4,12:50,770,Doppler Shift & Zatzak,Berzerk,Iono Music,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
5,16:46,1006,IKØN & Sierra,Spaced Out,TechSafari Records,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
6,20:39,1239,Egorythmia & Zen Mechanics,Primal Sphere,Sourcecode Transmissions,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
7,24:06,1446,Numayma,Unidentified,Iono Music,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
8,27:54,1674,Doppler & Dual Vision,Shut Your Eyes,TechSafari Records,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
9,32:43,1963,Disconect & Britti,Talking Gods,Iono Music,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
10,36:57,2217,Vertical Mode,Codes of D.N.A (Ilai rmx),Sacred Technology,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
11,40:36,2436,Christopher Lawrence & Orpheus,Cosmic Dust,Dreamstate,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
12,44:09,2649,Lyktum,Solar Awakening,Iono Music,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
13,48:15,2895,Vertical Mode & SpaceNoiZe,The Sorcery,HOMmega Productions,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
14,52:36,3156,One Function & Silent Sphere,Kaleidoscope,Iono Music,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
15,55:21,3321,Faders,Glow,Shamanic Tales,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
16,58:36,3516,Spiritual Mode,Universe Inside You (Cambium rmx),Alchemy Records,Progressive Psytrance mix April 2025,https://youtube.com/watch?v=2Z6AitDVqBw,2Z6AitDVqBw,2025-04-11,Progressive Psytrance
1,00:00,0,Protonica,Reactor (Yestermorrow rmx),Iboga Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
2,05:13,313,Xandar,Perspective,TesseracTstudio,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
3,07:59,479,Doppler & Xandar,Birth of a New Soul,TechSafari Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
4,11:47,707,Mindbenderz,Celestial Gateway,Iono Music,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
5,15:27,927,Xandar,Whispers from the Void,TechSafari Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
6,19:04,1144,Formula None,Collective,Iono Music,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
7,23:25,1405,Doppler & Dual Vision,Shut Your Eyes,TechSafari Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
8,27:04,1624,Relativ & Yestermorrow,Galactic Riders,Iboga Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
9,32:06,1926,Inner State,Computer Simulation (Genesia rmx),TechSafari Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
10,36:13,2173,Outsiders Vs Roger Rabbit,The Gipsy,Shamanic Tales,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
11,39:24,2364,Britti,Humanocentrism,SYNK87,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
12,42:44,2564,Hyriderz,Resonance,TechSafari Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
13,45:40,2740,Xandar,Existential Drift,TechSafari Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
14,49:04,2944,Faders,Glow,Shamanic Tales,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
15,52:20,3140,Avalon & Stryker,Dusk Till Dawn,Nano Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
16,55:49,3349,Daniel Lesden & Tim Bourne,Constellations,Digital Om,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
17,59:01,3541,Vertical Mode,Trust The Universe,Sacred Technology,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
18,1:03:49,3829,Greg Downey,Warehouse (Ilai Extended rmx),Skullduggery,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
19,1:07:06,4026,Artificials,Human Emotions,Nano Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
20,1:10:46,4246,IKØN,Adventure,TechSafari Records,Progressive Psytrance mix March 2025,https://youtube.com/watch?v=c91-hjMMy9o,c91-hjMMy9o,2025-03-20,Progressive Psytrance
1,00:00,0,Liquid Soul,Salvation,Iboga Records,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
2,04:38,278,Sideform,Age Of Revolution,TesseracTstudio,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
3,07:53,473,Hinap,Time & Space,Iono Music,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
4,12:03,723,Zen Mechanics,Flux (Sideform rmx),TesseracTstudio,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
5,16:28,988,IKØN,Adventure,TechSafari Records,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
6,21:48,1308,Atacama & Side Effects,Beyond the Atmosphere,Digital Om,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
7,24:48,1488,Greg Downey,Warehouse (Ilai Extended rmx),Skullduggery,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
8,28:06,1686,Artificials,Human Emotions,Nano Records,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
9,31:45,1905,Zen Mechanics & Audiotec,Telemetry (Inner Sphere rmx),TechSafari Records,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
10,35:31,2131,"Zen Mechanics, Yestermorrow",Escape the Simulation,Iboga Records,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
11,40:19,2419,Volcano on Mars & Freq,Lemuria,Iboga Records,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
12,44:53,2693,Astrix,Sapana (album version),Shamanic Tales,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
13,50:04,3004,Mindbenderz,Celestial Gateway,Iono Music,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
14,53:43,3223,Yestermorrow & Audiotec,Stellar Species (Genesia rmx),Iono Music,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
15,57:22,3442,Protonica,Exoplanet (Zen Mechanics rmx),Iboga Records,Progressive Psytrance mix February 2025,https://youtube.com/watch?v=L7Kp4-Spv5Q,L7Kp4-Spv5Q,2025-02-27,Progressive Psytrance
1,00:00,0,Shanti V Deedrah,License To Pill,Iboga Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
2,04:02,242,Shanti V Deedrah,Spookey Donkey,Shamanic Tales,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
3,05:52,352,Art Of Trance,Octopus (3 Of Life & Domestic rmx),Stereo Society,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
4,09:17,557,Christopher Lawrence & Orpheus,Cosmic Dust,Dreamstate,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
5,11:27,687,Symbolic,Function of Time,Dreamstate,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
6,15:41,941,Silent Sphere,Supercomputer,Iboga Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
7,20:30,1230,Liquid Ace,Let Go (IKØN rmx),Iboga Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
8,26:15,1575,Daniel Lesden & Tim Bourne,Constellations,Digital Om,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
9,29:28,1768,Vertical Mode,Trust The Universe,Sacred Technology,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
10,34:16,2056,"Space Cat, X-NoiZe & SpaceNoiZe",State of Mind,Shamanic Tales,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
11,37:48,2268,Circuit Breakers,Square Stomp (Outside The Universe rmx),Nano Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
12,43:24,2604,Zyce & Yestermorrow,Just An Imagination,TesseracTstudio,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
13,46:30,2790,Shanti V Deedrah,Here to Eternity,Shamanic Tales,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
14,49:37,2977,"Zen Mechanics, Yestermorrow",Escape the Simulation,Iboga Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
15,54:38,3278,Divination,Resonance (Inner Sphere rmx),TechSafari Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
16,58:18,3498,Volcano on Mars & Freq,Lemuria,Iboga Records,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
17,1:02:53,3773,Mindbenderz,Celestial Gateway,Iono Music,Progressive Psytrance Years End mix 2024 part IV,https://youtube.com/watch?v=RXLwaxVbM5A,RXLwaxVbM5A,2024-12-30,Progressive Psytrance
